dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad,Provincia_LE,Ciudad_LE,Género_FEMENINO,Género_MASCULINO,Género_NO RESPONDE,Administración del Colegio_CEMA,Administración del Colegio_CONVENIO,Administración del Colegio_FISCAL,Administración del Colegio_OTRO,Administración del Colegio_PRIVADA,Edad_std
6750210,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6750226,FEMENINO,TUPIZA- SUD CHICHAS,POTOSI,MIXTO,FISCAL,36,50,54,1,0,0,0,0,1,0,0,0.07542729151836416
6750352,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,31,32,44,0,1,0,0,0,1,0,0,-0.6095545560455734
6750361,MASCULINO,MURILLO,LA PAZ,C.E.P.A.L,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6750413,FEMENINO,MURILLO,LA PAZ,NAZARENO BASIL MILLER,PRIVADA,37,32,44,1,0,0,0,0,0,0,1,0.21242366103115168
6750582,MASCULINO,MURILLO,OTRO,FGG,FISCAL,40,32,51,0,1,0,0,0,1,0,0,0.6234127695695142
6750648,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6750792,FEMENINO,MURILLO,LA PAZ,AMERINST,PRIVADA,28,32,44,1,0,0,0,0,0,0,1,-1.0205436645839359
6750943,MASCULINO,MURILLO,LA PAZ,U.E.P LA PAZ,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6751016,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6751048,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6751064,FEMENINO,MURILLO,LA PAZ,COLEGIO SAN FRANCISCO DE LA T.O,PRIVADA,32,32,44,1,0,0,0,0,0,0,1,-0.4725581865327859
6751131,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE FRANCIA,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6751202,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6752112,MASCULINO,MURILLO,EL ALTO,2 DE AGOSTO,FISCAL,30,32,32,0,1,0,0,0,1,0,0,-0.7465509255583609
6752382,FEMENINO,MURILLO,LA PAZ,BOLIVIA IV,FISCAL,34,32,44,1,0,0,0,0,1,0,0,-0.19856544750721086
6752408,NO RESPONDE,MURILLO,LA PAZ,RAFAEL PABON,FISCAL,35,32,44,0,0,1,0,0,1,0,0,-0.06156907799442335
6752560,MASCULINO,MURILLO,LA PAZ,JESUS OBRERO,CONVENIO,32,32,44,0,1,0,0,1,0,0,0,-0.4725581865327859
6752738,MASCULINO,MURILLO,LA PAZ,DON BOSCO PAMPAHASI,CONVENIO,39,32,44,0,1,0,0,1,0,0,0,0.4864164000567267
6752785,FEMENINO,LARECAJA,GUANAY,PABLO SEXTO,CONVENIO,35,26,34,1,0,0,0,1,0,0,0,-0.06156907799442335
6752820,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ADVENTISTA,PRIVADA,36,32,44,0,1,0,0,0,0,0,1,0.07542729151836416
6752853,MASCULINO,MURILLO,LA PAZ,ESTEBAN BERTOLUSSO,PRIVADA,37,32,44,0,1,0,0,0,0,0,1,0.21242366103115168
6753003,FEMENINO,MURILLO,LA PAZ,LICEO BOLIVIA,FISCAL,39,32,44,1,0,0,0,0,1,0,0,0.4864164000567267
6753065,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6753149,MASCULINO,CARANAVI,OTRO,TECNICO JOSE BALLIVIAN,FISCAL,37,11,51,0,1,0,0,0,1,0,0,0.21242366103115168
6753281,MASCULINO,MURILLO,LA PAZ,SAN PEDRO POVEDA,CONVENIO,36,32,44,0,1,0,0,1,0,0,0,0.07542729151836416
6753301,MASCULINO,MURILLO,LA PAZ,SANA MATIAS,PRIVADA,29,32,44,0,1,0,0,0,0,0,1,-0.8835472950711485
6753316,FEMENINO,MURILLO,LA PAZ,LUIS ERNST,CONVENIO,34,32,44,1,0,0,0,1,0,0,0,-0.19856544750721086
6753317,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6753363,MASCULINO,MURILLO,LA PAZ,ADVENTIS MIRAFLORES,PRIVADA,34,32,44,0,1,0,0,0,0,0,1,-0.19856544750721086
6753559,MASCULINO,LARECAJA,GUANAY,ABEL ITURRALDE,FISCAL,41,26,34,0,1,0,0,0,1,0,0,0.7604091390823018
6753561,FEMENINO,MURILLO,LA PAZ,MARISCAL JOSE BALLIVIAN,CEMA,40,32,44,1,0,0,1,0,0,0,0,0.6234127695695142
6753906,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,37,32,44,0,1,0,0,0,1,0,0,0.21242366103115168
6753938,MASCULINO,MURILLO,LA PAZ,NACIONAL SIMON BOLIVAR,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6754035,FEMENINO,OMASUYOS,AJLLATA GRANDE,PEDRO DOMINGO MURILLO,PRIVADA,37,35,3,1,0,0,0,0,0,0,1,0.21242366103115168
6754100,FEMENINO,MURILLO,EL ALTO,PABLO VI,CONVENIO,30,32,32,1,0,0,0,1,0,0,0,-0.7465509255583609
6754486,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34,32,44,1,0,0,0,0,0,0,1,-0.19856544750721086
6754976,FEMENINO,MURILLO,LA PAZ,SIMON RODRIGUEZ CARRENO,FISCAL,32,32,44,1,0,0,0,0,1,0,0,-0.4725581865327859
6754994,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,38,32,44,1,0,0,0,0,0,0,1,0.3494200305439392
6756815,MASCULINO,MURILLO,LA PAZ,LA PAZ DON BOSCO,OTRO,36,32,44,0,1,0,0,0,0,1,0,0.07542729151836416
6757536,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,32,32,44,0,1,0,0,0,0,0,1,-0.4725581865327859
6757798,MASCULINO,MURILLO,LA PAZ,DOMINGO SAVIO,PRIVADA,34,32,44,0,1,0,0,0,0,0,1,-0.19856544750721086
6758344,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,32,32,44,0,1,0,0,0,0,0,1,-0.4725581865327859
6758356,MASCULINO,MURILLO,LA PAZ,AVE MARAAA,PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6758399,MASCULINO,INGAVI,CANTON: GUAQUI,GERMAN BUSCH B,FISCAL,34,22,14,0,1,0,0,0,1,0,0,-0.19856544750721086
6758536,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,34,32,44,0,1,0,0,1,0,0,0,-0.19856544750721086
6759477,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,39,32,44,0,1,0,0,1,0,0,0,0.4864164000567267
6760171,MASCULINO,MURILLO,LA PAZ,REPUBLICA URUGUAY,FISCAL,37,32,44,0,1,0,0,0,1,0,0,0.21242366103115168
6760383,MASCULINO,MURILLO,ESCOMA,U. E. ILLIMANI,FISCAL,39,32,33,0,1,0,0,0,1,0,0,0.4864164000567267
6760502,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6760577,MASCULINO,MURILLO,LA PAZ,CEA JULIAN APAZA,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6760629,FEMENINO,MURILLO,EL ALTO,NACIONAL 12 DE OCTUBRE,FISCAL,34,32,32,1,0,0,0,0,1,0,0,-0.19856544750721086
6760636,MASCULINO,MURILLO,LA PAZ,P. DALENCE,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6761158,FEMENINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,34,32,44,1,0,0,0,0,1,0,0,-0.19856544750721086
6761302,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,PRIVADA,29,32,44,0,1,0,0,0,0,0,1,-0.8835472950711485
6761565,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA,CONVENIO,37,32,44,0,1,0,0,1,0,0,0,0.21242366103115168
6762026,MASCULINO,MUNECAS,LA PAZ,"SOCOCONI ""B""",FISCAL,36,31,44,0,1,0,0,0,1,0,0,0.07542729151836416
6762591,MASCULINO,BALLIVIAN,RRURENABAQUE,CIE 12 DE OCTUBRE,FISCAL,37,8,63,0,1,0,0,0,1,0,0,0.21242366103115168
6762845,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA REPUBLICA DE COLOMBIA,FISCAL,36,32,44,0,1,0,0,0,1,0,0,0.07542729151836416
6762949,MASCULINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA ""MALLASA""",FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6762957,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO,PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6763315,FEMENINO,MURILLO,LA PAZ,NACIONAL MIXTO SAN JUAN,FISCAL,36,32,44,1,0,0,0,0,1,0,0,0.07542729151836416
6763553,FEMENINO,MURILLO,LA PAZ,SAN JOSE,PRIVADA,28,32,44,1,0,0,0,0,0,0,1,-1.0205436645839359
6764147,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO OBRAJES,PRIVADA,33,32,44,1,0,0,0,0,0,0,1,-0.3355618170199984
6764480,MASCULINO,MURILLO,LA PAZ,STRA. SRA. DE LA PAZ II,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6764489,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,29,32,44,1,0,0,0,0,0,0,1,-0.8835472950711485
6764745,MASCULINO,MURILLO,LA PAZ,SAN LUIS FE Y ALEGRIA,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6765000,MASCULINO,MURILLO,LA PAZ,U.E. P. LA PAZ,PRIVADA,39,32,44,0,1,0,0,0,0,0,1,0.4864164000567267
6765461,MASCULINO,MURILLO,LA PAZ,ROBERTO ALVARADO DAZA,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6765516,MASCULINO,MURILLO,LA PAZ,ELISA DE BALLIVIAN,CONVENIO,38,32,44,0,1,0,0,1,0,0,0,0.3494200305439392
6765575,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6765597,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LUIS ALBERTO PABON,FISCAL,37,32,44,0,1,0,0,0,1,0,0,0.21242366103115168
6765693,MASCULINO,DESCONOCIDO,DESCONOCIDO,INSTITUTO AMERICANO,PRIVADA,38,16,31,0,1,0,0,0,0,0,1,0.3494200305439392
6765716,NO RESPONDE,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,39,32,44,0,0,1,0,0,1,0,0,0.4864164000567267
6765722,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6765728,MASCULINO,PACAJES,COMANCHE,JUAN CAPRILES,FISCAL,41,39,25,0,1,0,0,0,1,0,0,0.7604091390823018
6765882,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6765925,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6765926,MASCULINO,LARECAJA,TACACOMA,COLEGIO SERGIO ALMARAZ,CONVENIO,37,26,72,0,1,0,0,1,0,0,0,0.21242366103115168
6765978,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6766838,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE FRANCIA,FISCAL,31,32,44,0,1,0,0,0,1,0,0,-0.6095545560455734
6766859,MASCULINO,MURILLO,LA PAZ,18 DE MAYO,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6766936,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,38,32,44,0,1,0,0,0,0,0,1,0.3494200305439392
6767389,FEMENINO,OMASUYOS,LA PAZ,SAN ANTONIO DE PADUA,FISCAL,38,35,44,1,0,0,0,0,1,0,0,0.3494200305439392
6767621,MASCULINO,MURILLO,LA PAZ,SERGIO ALMARAZ,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6767624,MASCULINO,MURILLO,EL ALTO,ADOLFO KOLPING,PRIVADA,37,32,32,0,1,0,0,0,0,0,1,0.21242366103115168
6767805,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34,32,44,0,0,1,0,0,1,0,0,-0.19856544750721086
6767949,MASCULINO,MURILLO,LA PAZ,IGNACIO CALDERON,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6768089,MASCULINO,MURILLO,LA PAZ,LUIS ESPINAL CAMPS,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6768243,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,0,1,0,0,1,0,0,-2.664500098737386
6768357,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,33,32,44,0,1,0,0,1,0,0,0,-0.3355618170199984
6768825,MASCULINO,MURILLO,EL ALTO,SAN AGUSTIN,PRIVADA,38,32,32,0,1,0,0,0,0,0,1,0.3494200305439392
6769227,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34,32,44,0,1,0,0,0,0,0,1,-0.19856544750721086
6769856,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34,32,44,1,0,0,0,0,0,0,1,-0.19856544750721086
6769890,MASCULINO,OMASUYOS,ACHACAQUI,AMASUYOS,FISCAL,39,35,1,0,1,0,0,0,1,0,0,0.4864164000567267
6769902,MASCULINO,MURILLO,LA PAZ,ARMANDO ESCOBAR URIA,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6770063,MASCULINO,MURILLO,LA PAZ,CRISTIANO VIDA NUEVA,CONVENIO,31,32,44,0,1,0,0,1,0,0,0,-0.6095545560455734
6770243,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6770304,MASCULINO,MURILLO,LA PAZ,INSTITUTO BAUTISTA CANADIENSE,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6770488,MASCULINO,MURILLO,LA PAZ,EDUARDO ABAROA III,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6770791,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA BRASIL,FISCAL,39,32,32,0,1,0,0,0,1,0,0,0.4864164000567267
6771916,MASCULINO,MURILLO,LA PAZ,FELIPE SEGUNDO GUZMAN,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6772324,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6772647,MASCULINO,MURILLO,LA PAZ,SERGIO ALMARAZ,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
6772679,MASCULINO,OMASUYOS,CHOCOCOPA GRANDE,EUFRACIO IBANEZ,FISCAL,38,35,20,0,1,0,0,0,1,0,0,0.3494200305439392
6773060,FEMENINO,MURILLO,OTRO,SAN CALIXTO,PRIVADA,16,32,51,1,0,0,0,0,0,0,1,-2.664500098737386
6773250,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,34,32,44,1,0,0,0,0,0,0,1,-0.19856544750721086
6773874,FEMENINO,MURILLO,EL ALTO,MERCEDES VELZU DE DORADO,FISCAL,38,32,32,1,0,0,0,0,1,0,0,0.3494200305439392
6774595,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6774612,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,30,32,44,1,0,0,0,0,0,0,1,-0.7465509255583609
6774918,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
6775042,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6775633,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6775644,FEMENINO,MURILLO,LA PAZ,FUERZA AAAREA BOLIVIANA,PRIVADA,35,32,44,1,0,0,0,0,0,0,1,-0.06156907799442335
6775717,FEMENINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,37,32,44,1,0,0,0,0,0,0,1,0.21242366103115168
6776207,FEMENINO,MURILLO,LA PAZ,BICENTENARIO LIBERTADORES DE SIMON BOLIVAR,FISCAL,38,32,44,1,0,0,0,0,1,0,0,0.3494200305439392
6776907,MASCULINO,MURILLO,LA PAZ,HUGO DAAVILA,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6777108,MASCULINO,MURILLO,LA PAZ,DON BOSCO PAMPAHASI,CONVENIO,31,32,44,0,1,0,0,1,0,0,0,-0.6095545560455734
6777213,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,32,32,44,0,1,0,0,0,0,0,1,-0.4725581865327859
6777323,MASCULINO,MURILLO,LA PAZ,SANTA ANA,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6777556,MASCULINO,AVAROA,ORURO,ANTONIO DIAZ VILLAMIL,FISCAL,29,7,50,0,1,0,0,0,1,0,0,-0.8835472950711485
6777644,MASCULINO,MURILLO,EL ALTO,U.E. FAB,PRIVADA,31,32,32,0,1,0,0,0,0,0,1,-0.6095545560455734
6777980,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA FUERZA AEREA BOLIVIANA,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
6778017,MASCULINO,MURILLO,LA PAZ,SS.CC,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6778033,MASCULINO,MURILLO,LA PAZ,IES POLITECNIC,FISCAL,36,32,44,0,1,0,0,0,1,0,0,0.07542729151836416
6778383,FEMENINO,MURILLO,LA PAZ,ANGLO AMERICANO,PRIVADA,31,32,44,1,0,0,0,0,0,0,1,-0.6095545560455734
6778685,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
6778888,FEMENINO,MURILLO,LA PAZ,C.E.M.A. SAGRADOS CORAZONES,CONVENIO,34,32,44,1,0,0,0,1,0,0,0,-0.19856544750721086
6778970,MASCULINO,MURILLO,LA PAZ,HUGO DAVILA,FISCAL,28,32,44,0,1,0,0,0,1,0,0,-1.0205436645839359
6779245,MASCULINO,MURILLO,LA PAZ,SERGIO MAURICIO VILLEGAS,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6779303,MASCULINO,MURILLO,EL ALTO,TCNL. RAFAEL PABON CUEVAS,FISCAL,36,32,32,0,1,0,0,0,1,0,0,0.07542729151836416
6779486,MASCULINO,MURILLO,LA PAZ,FRAY BERNARDINO DE CARDENAS,PRIVADA,37,32,44,0,1,0,0,0,0,0,1,0.21242366103115168
6779516,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,34,32,44,0,1,0,0,0,0,0,1,-0.19856544750721086
6779518,MASCULINO,MURILLO,EL ALTO,COL. NAL. MIX. ILLIMANI,FISCAL,37,32,32,0,1,0,0,0,1,0,0,0.21242366103115168
6780256,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,37,32,44,1,0,0,0,0,1,0,0,0.21242366103115168
6780277,MASCULINO,MURILLO,LA PAZ,NACIONAL GERMAN BUSCH,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6780466,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
6780753,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32,32,44,0,1,0,0,0,1,0,0,-0.4725581865327859
6780762,FEMENINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,FISCAL,35,32,44,1,0,0,0,0,1,0,0,-0.06156907799442335
6781611,MASCULINO,MURILLO,LA PAZ,C.E.F.I.,PRIVADA,34,32,44,0,1,0,0,0,0,0,1,-0.19856544750721086
6781648,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,1,0,0,0,1,0,0,2.2673692037229642
6781839,FEMENINO,DANIEL CAMPOS,POTOSI,1O DE MAYO,FISCAL,41,15,54,1,0,0,0,0,1,0,0,0.7604091390823018
6782612,FEMENINO,MURILLO,LA PAZ,JOSE CARRASCO TORRICO,FISCAL,36,32,44,1,0,0,0,0,1,0,0,0.07542729151836416
6782654,MASCULINO,MURILLO,LA PAZ,COLEGIO,FISCAL,30,32,44,0,1,0,0,0,1,0,0,-0.7465509255583609
6782680,FEMENINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,28,32,44,1,0,0,0,0,0,0,1,-1.0205436645839359
6782812,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA DE FUERZA AEREA BOLIVIANA,PRIVADA,35,32,32,0,1,0,0,0,0,0,1,-0.06156907799442335
6782844,MASCULINO,MURILLO,LA PAZ,E. LINDEMANN,FISCAL,37,32,44,0,1,0,0,0,1,0,0,0.21242366103115168
6782858,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6782901,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,36,32,44,0,1,0,0,1,0,0,0,0.07542729151836416
6782920,FEMENINO,MURILLO,EL ALTO,TECNICO HUMANISTICO REPUBLICA DE FRANCIA,FISCAL,36,32,32,1,0,0,0,0,1,0,0,0.07542729151836416
6782959,MASCULINO,MURILLO,LA PAZ,GREGORIO PACHECO,FISCAL,33,32,44,0,1,0,0,0,1,0,0,-0.3355618170199984
6783012,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA ADVENTISTA PACAJES,PRIVADA,35,32,32,0,1,0,0,0,0,0,1,-0.06156907799442335
6783064,MASCULINO,MURILLO,EL ALTO,LUIS ESPINAL CAMPS,FISCAL,32,32,32,0,1,0,0,0,1,0,0,-0.4725581865327859
6783150,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,33,32,44,0,1,0,0,0,0,0,1,-0.3355618170199984
6783246,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,31,32,44,0,1,0,0,0,0,0,1,-0.6095545560455734
6783948,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,30,32,44,0,1,0,0,0,0,0,1,-0.7465509255583609
6784206,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6784352,MASCULINO,MURILLO,LA PAZ,AMERICAN SCHOOL,PRIVADA,35,32,44,0,1,0,0,0,0,0,1,-0.06156907799442335
6784374,MASCULINO,MURILLO,LA PAZ,U. E. BOLIVIA III,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
6784375,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,0,1,0,0,0,1,0,0,-2.664500098737386
6784517,MASCULINO,FRANZ TAMAYO,ANTAQUILLA,JUAN CARLOS FLORES BEDREGAL,FISCAL,35,17,5,0,1,0,0,0,1,0,0,-0.06156907799442335
6784685,MASCULINO,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,28,32,44,0,1,0,0,0,1,0,0,-1.0205436645839359
6784767,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO TURNO MAAAANA,CONVENIO,36,32,44,0,1,0,0,1,0,0,0,0.07542729151836416
6784796,FEMENINO,MURILLO,LA PAZ,JUAN CAPRILES,FISCAL,40,32,44,1,0,0,0,0,1,0,0,0.6234127695695142
6785012,FEMENINO,MURILLO,LA PAZ,WALTER ALPIRE DURAN,FISCAL,37,32,44,1,0,0,0,0,1,0,0,0.21242366103115168
6785072,MASCULINO,MURILLO,LA PAZ,COL. NAL. MIXTO COMANCHE,FISCAL,40,32,44,0,1,0,0,0,1,0,0,0.6234127695695142
6785073,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,36,22,78,0,1,0,0,0,1,0,0,0.07542729151836416
6785338,MASCULINO,MURILLO,LA PAZ,CEA DANIEL SANCHEZ BUSTAMANTE,FISCAL,39,32,44,0,1,0,0,0,1,0,0,0.4864164000567267
6785445,MASCULINO,AROMA,LA PAZ,MIGUEL GRAU,FISCAL,41,6,44,0,1,0,0,0,1,0,0,0.7604091390823018
6785455,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,35,32,44,0,1,0,0,0,1,0,0,-0.06156907799442335
6785654,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,1,0,0,0,0,1,0,0,2.2673692037229642
6785713,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SAMTA CRUZ,FISCAL,42,32,44,0,1,0,0,0,1,0,0,0.8974055085950893
6785743,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA HUGO DAVILA,FISCAL,37,32,44,0,1,0,0,0,1,0,0,0.21242366103115168
6785786,MASCULINO,OMASUYOS,LA PAZ,COL.NAL.MIXTO HACIA EL MAR,FISCAL,39,35,44,0,1,0,0,0,1,0,0,0.4864164000567267
6786423,MASCULINO,OMASUYOS,ACHACACHI,COL. MARISCAL ANDRES DE SANTA CRUZ,FISCAL,36,35,0,0,1,0,0,0,1,0,0,0.07542729151836416
6786876,FEMENINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,35,32,44,1,0,0,0,0,0,0,1,-0.06156907799442335
6786891,FEMENINO,MURILLO,LA PAZ,DAMIAN DE VEUSTER,FISCAL,35,32,44,1,0,0,0,0,1,0,0,-0.06156907799442335
6786926,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16,32,44,1,0,0,0,0,1,0,0,-2.664500098737386
6787370,MASCULINO,MURILLO,LA PAZ,YUGOSLAVIA B,FISCAL,34,32,44,0,1,0,0,0,1,0,0,-0.19856544750721086
6787568,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52,32,44,0,0,1,0,0,1,0,0,2.2673692037229642
6787614,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA MIXTO TOPATER,FISCAL,38,32,44,0,1,0,0,0,1,0,0,0.3494200305439392
