dip,Género,Provincia,Ciudad,Colegio,Administración del Colegio,Edad
6051196,FEMENINO,MURILLO,EL ALTO,ESCUELE INDUSTRIAL SUPERIOR,FISCAL,37
6051615,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6052479,MASCULINO,MURILLO,EL ALTO,SAN LUIS DE GONZAGA,PRIVADA,40
6052622,MASCULINO,MURILLO,EL ALTO,HEROES DEL PACIFICO,FISCAL,40
6052907,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,40
6053038,MASCULINO,OMASUYOS,EL ALTO,ALIPIO VALENCIA VEGA,PRIVADA,39
6053368,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6053840,MASCULINO,INQUISIVI,COLQUIRI,TECNICO HUMANISTICO REPUBLICA DE FRANCIA,FISCAL,42
6053878,MASCULINO,OTRO,COCHABAMBA,U.E.F.A.B TCNL RAFAEL PABON CUEVAS,PRIVADA,34
6054001,FEMENINO,MURILLO,LA PAZ,ANDRES BELLO,FISCAL,32
6054452,MASCULINO,MURILLO,LA PAZ,ADOLFO KOLPING,PRIVADA,29
6054461,MASCULINO,MURILLO,EL ALTO,MARTIN CARDENAS HEROMSA B,FISCAL,34
6054798,MASCULINO,MURILLO,EL ALTO,1O DE MAYO,FISCAL,44
6055155,MASCULINO,MURILLO,LA PAZ,FRANCO BOLIVIANO,PRIVADA,36
6055225,MASCULINO,MURILLO,EL ALTO,FERNANDO NOGALES CASTRO,FISCAL,37
6055935,MASCULINO,MURILLO,EL ALTO,EUFRASIO IBAAAEZ,FISCAL,38
6056225,MASCULINO,MURILLO,EL ALTO,JUAN PABLO I,PRIVADA,39
6056609,MASCULINO,MURILLO,EL ALTO,"UNIDAD EDUCATIVA PRIVADA ""SARACHO""",PRIVADA,33
6056663,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA AMOR DE DIOS FE Y ALEGRIA,FISCAL,30
6056850,MASCULINO,MURILLO,EL ALTO,UNION EUROPEA,FISCAL,35
6058355,FEMENINO,MURILLO,EL ALTO,MERCEDES BELZU DE DORADO,FISCAL,36
6058674,MASCULINO,MURILLO,LA PAZ,NAZARENO BASIL MILLER,PRIVADA,31
6058752,FEMENINO,OTRO,COCHABAMBA,UNIDAD EDUCATIVA PILOTO INTERVIDA,PRIVADA,29
6058774,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6058943,MASCULINO,MANCO KAPAC,EL ALTO,DIVINO MAESTRO,PRIVADA,40
6059383,FEMENINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,34
6059568,FEMENINO,MURILLO,LA PAZ,JOSE BALLIVIAN,FISCAL,31
6060891,FEMENINO,MURILLO,LA PAZ,HARRY PITTMAN,PRIVADA,41
6060954,MASCULINO,MURILLO,LA PAZ,U.E.F.A.B.,PRIVADA,38
6061739,MASCULINO,MURILLO,LA PAZ,OSCAR ALFARO,PRIVADA,38
6061897,MASCULINO,MURILLO,EL ALTO,TECNICO HUMANISTICO MARISCAL JOSE BALLIVIAN,FISCAL,39
6062388,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,38
6062514,MASCULINO,MURILLO,EL ALTO,RAFAEL MENDOZA CASTELLON,FISCAL,38
6062679,MASCULINO,LOAYZA,LA PAZ,UNIADAD EDUCATIVA ESPANA,FISCAL,40
6062918,MASCULINO,MURILLO,EL ALTO,JESUS OBRERPO,FISCAL,39
6063874,MASCULINO,MURILLO,LA PAZ,ELIZARDO PERES,FISCAL,39
6063944,MASCULINO,MURILLO,EL ALTO,ADVENTISTA SALOMON,PRIVADA,31
6064567,FEMENINO,MURILLO,LA PAZ,VILLA TUNARI,FISCAL,42
6064665,MASCULINO,MURILLO,LA PAZ,SANTA MARIA DE LOS ANGELES,FISCAL,37
6064987,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,34
6065143,MASCULINO,MURILLO,LA PAZ,"C.E ""MUTUAL LAZ PAZ""",PRIVADA,37
6065443,MASCULINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA MARISCAL JOSE BALLIVIAN,FISCAL,31
6065458,MASCULINO,MURILLO,LA PAZ,EUFRASIO IBAAAAAEZ RIVERO,FISCAL,40
6065861,FEMENINO,MURILLO,EL ALTO,TECNICO HUMANISTICO,FISCAL,16
6066453,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6066695,MASCULINO,SUD YUNGAS,LA PAZ,JOSE BALLIVIAN,FISCAL,39
6067439,MASCULINO,MURILLO,LA PAZ,CEFI,PRIVADA,34
6067547,MASCULINO,MURILLO,LA PAZ,MCAL JOSE BALLIVIAN,FISCAL,38
6067590,MASCULINO,MURILLO,EL ALTO,COL. NAL. MIXTO PUERTO DE MEJILLONES,FISCAL,39
6067604,FEMENINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,PRIVADA,35
6068807,MASCULINO,MURILLO,LA PAZ,SAGRADO CORAZON DE JESUS,PRIVADA,30
6069074,MASCULINO,MURILLO,LA PAZ,"C.E.C ""SHALO""",PRIVADA,37
6070022,MASCULINO,MURILLO,EL ALTO,U.E.F.A.B,PRIVADA,35
6070507,MASCULINO,MURILLO,LA PAZ,C.O.C.E.INF.,PRIVADA,37
6070607,MASCULINO,MURILLO,EL ALTO,KARL ALEXANDER,PRIVADA,37
6070828,MASCULINO,MURILLO,LA PAZ,REP. COLOMBIA,FISCAL,32
6071348,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LAS DELICIAS,FISCAL,34
6071427,MASCULINO,MURILLO,LA PAZ,NUEVA JERUSALEN,PRIVADA,33
6071595,MASCULINO,MURILLO,LA PAZ,SANTA BARBARA,PRIVADA,33
6072663,MASCULINO,OMASUYOS,ACHACACHI,MARCELO QUIROGA SANTA CRUZ,FISCAL,37
6072973,FEMENINO,MURILLO,LA PAZ,VILIROCO,FISCAL,35
6073114,MASCULINO,MURILLO,LA PAZ,DESCONOCIDO,CONVENIO,35
6073192,MASCULINO,MURILLO,EL ALTO,ANDRES BELLO,FISCAL,37
6073327,MASCULINO,MURILLO,LA PAZ,ADRIAN CASTILLO NAVA,FISCAL,37
6073715,FEMENINO,MURILLO,EL ALTO,CENTRO EDUCATIVO,FISCAL,34
6074427,MASCULINO,PACAJES,PATURENI,PUERTO DE MEJILLONES,FISCAL,38
6074664,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,36
6075481,MASCULINO,MURILLO,EL ALTO,HOLANDES,PRIVADA,35
6075668,MASCULINO,MURILLO,EL ALTO,JOSE LUIZ ZUARES GUSMAN,FISCAL,36
6075718,MASCULINO,MURILLO,EL ALTO,JUAN CAPRILES,FISCAL,32
6075971,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6076305,MASCULINO,MURILLO,EL ALTO,U.E. ROBERTO ALVARADO DAZA,FISCAL,32
6076393,MASCULINO,MURILLO,EL ALTO,CENTRO EDUCATIVO MUTUAL LA PAZ,PRIVADA,36
6076475,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6076496,MASCULINO,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,38
6076631,MASCULINO,MURILLO,LA PAZ,CENTRO EDUCATIVO PARTICULAR BOLIVIA,PRIVADA,37
6076679,MASCULINO,MURILLO,LA PAZ,SAN LUIS DE GONZAGA,PRIVADA,37
6076771,MASCULINO,MURILLO,EL ALTO,INGAVI,FISCAL,41
6076936,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA BOLIVIA,FISCAL,37
6077155,MASCULINO,MURILLO,EL ALTO,EUFRASIO IBAAEZ RIVERO,FISCAL,38
6077236,MASCULINO,MURILLO,LA PAZ,CALAMA,FISCAL,34
6077237,FEMENINO,MURILLO,EL ALTO,U.E.CALAMA,FISCAL,33
6077238,MASCULINO,MURILLO,LA PAZ,"U.E""CALAMA""",FISCAL,16
6077283,MASCULINO,MURILLO,LA PAZ,COL. NAL. MIXTO COMANCHE,FISCAL,36
6077297,MASCULINO,MURILLO,EL ALTO,SAN JOSE FE Y ALEGRIA,FISCAL,34
6077322,MASCULINO,MURILLO,EL ALTO,SIMON BOLIVAR DE CALACOTO,FISCAL,31
6077772,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6077801,MASCULINO,MURILLO,EL ALTO,1AAO DE MAYO,FISCAL,38
6077866,MASCULINO,MURILLO,EL ALTO,HORIZONTES,FISCAL,36
6078132,MASCULINO,LARECAJA,EL ALTO,JUAN JOSE TORREZ GONZALEZ,FISCAL,36
6078980,MASCULINO,MURILLO,EL ALTO,JESUS OBRERO,CONVENIO,38
6079091,MASCULINO,MURILLO,EL ALTO,TARAPACA,FISCAL,34
6079688,MASCULINO,MURILLO,LA PAZ,SAN LUIS,FISCAL,37
6080296,FEMENINO,MURILLO,LA PAZ,CEA DANIEL SANCHEZ BUSTAMANTE,FISCAL,43
6081069,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA HOLANDA,FISCAL,40
6081184,FEMENINO,MURILLO,LA PAZ,SAN GENARO,PRIVADA,33
6081751,MASCULINO,MURILLO,LA PAZ,SAN JOSE DE YUNGUYO,FISCAL,33
6082602,MASCULINO,MURILLO,LA PAZ,AMORETTI,PRIVADA,30
6083726,MASCULINO,MURILLO,LA PAZ,HNO PACIFICO FELETTI,FISCAL,39
6083913,FEMENINO,MURILLO,LA PAZ,U.E. AMERICANO OBRAJES,PRIVADA,30
6084643,MASCULINO,MURILLO,LA PAZ,REPIBLICA DE ITALIA,FISCAL,36
6084913,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA,FISCAL,36
6084925,MASCULINO,MURILLO,LA PAZ,ADVENTISTA MIRAFLORES,PRIVADA,38
6085145,FEMENINO,MURILLO,LA PAZ,SAN PEDRO POVEDA,CONVENIO,42
6085381,FEMENINO,MURILLO,LA PAZ,CENTRO EDUCATIVO DE FORMACION INTEGRAL C.E.F.I.,PRIVADA,35
6086004,MASCULINO,MURILLO,LA PAZ,SAN MATIAS,PRIVADA,34
6086303,MASCULINO,MURILLO,LA PAZ,PRINCIPE DE PAZ,PRIVADA,37
6086490,MASCULINO,OTRO,OTRO,SAN CARLOS,PRIVADA,32
6087154,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,35
6087477,MASCULINO,MURILLO,LA PAZ,ESCUELA INDUSTRIAL SUPERIOR PEDRO DOMINGO MURILLO,FISCAL,36
6087794,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,31
6088850,FEMENINO,MURILLO,EL ALTO,"NACIONAL INTEGRADO ""25 DE MAYO""",FISCAL,46
6088879,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SAN ANDRES,CONVENIO,37
6088978,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO OBRAJES,PRIVADA,29
6089050,FEMENINO,ITURRALDE,LA PAZ,ROSA GATTORNO,PRIVADA,32
6089289,FEMENINO,MURILLO,LA PAZ,PUERTO DE ROSARIO,FISCAL,28
6090930,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6091039,MASCULINO,MURILLO,LA PAZ,ADVENTISTA SANTA CRUZ,PRIVADA,39
6092244,NO RESPONDE,MURILLO,LA PAZ,VILLA COPERATIVA,FISCAL,16
6092460,MASCULINO,MURILLO,LA PAZ,BUENAVENTURA ALCAZAR,FISCAL,36
6092739,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA LORETTO,PRIVADA,28
6092957,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,39
6093119,MASCULINO,MURILLO,LA PAZ,U. E. NUESTRA SENORA DE ITATI,PRIVADA,30
6093784,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6093858,MASCULINO,MURILLO,LA PAZ,FRANCO BOLIVIANO,CONVENIO,32
6094524,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,34
6094732,MASCULINO,MURILLO,EL ALTO,MARTIN CARDENAS HERMOSA,FISCAL,42
6095024,FEMENINO,MURILLO,LA PAZ,SAN JAVIER,FISCAL,42
6095099,MASCULINO,MURILLO,LA PAZ,HUGO DAVILA A,FISCAL,29
6095243,MASCULINO,MURILLO,LA PAZ,FRANZ TAMAYO,FISCAL,34
6096038,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31
6096145,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,36
6096892,MASCULINO,MURILLO,LA PAZ,MIRAFLORES,PRIVADA,43
6096953,MASCULINO,MURILLO,LA PAZ,DON BOSCO,FISCAL,44
6097769,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33
6097945,MASCULINO,MURILLO,LA PAZ,MONZERRATT,PRIVADA,30
6097977,MASCULINO,CARANAVI,LA PAZ,COLEGIO NACIONAL MIXTO,FISCAL,42
6098075,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6098594,MASCULINO,MURILLO,EL ALTO,CALAMA,FISCAL,33
6098700,MASCULINO,MURILLO,LA PAZ,NAZARENO,PRIVADA,35
6099435,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31
6099789,MASCULINO,MURILLO,EL ALTO,EUFRASIO IBAAEZ RIVERO,FISCAL,45
6100855,MASCULINO,MURILLO,LA PAZ,JOSE BALLIVIAN,FISCAL,44
6101168,MASCULINO,OMASUYOS,CANTON CORPAPUTO,FRANZ TAMAYO,FISCAL,44
6101294,FEMENINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,30
6101983,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE COLOMBIA,FISCAL,16
6103437,MASCULINO,MURILLO,LA PAZ,CIE 12 DE OCTUBRE,CEMA,41
6104193,MASCULINO,INGAVI,VIACHA,SAN LUIS,PRIVADA,40
6104676,NO RESPONDE,MURILLO,LA PAZ,FRANCISCO DE MIRANDA,FISCAL,43
6104946,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,43
6105412,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6106185,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO,FISCAL,32
6106879,MASCULINO,MURILLO,LA PAZ,GERMAN BUSCH,FISCAL,38
6107879,NO RESPONDE,MURILLO,LA PAZ,SAN IGNACIO,CONVENIO,16
6109289,FEMENINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,FISCAL,39
6110645,MASCULINO,MURILLO,LA PAZ,ENRIQUE LINNDEMAN,FISCAL,44
6111283,FEMENINO,MURILLO,LA PAZ,DON BOSCO,CONVENIO,31
6111331,MASCULINO,MURILLO,LA PAZ,LA MERCED,FISCAL,49
6111467,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,34
6111485,MASCULINO,MURILLO,LA PAZ,DON BOSCO,CEMA,32
6111513,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6111534,MASCULINO,MURILLO,LA PAZ,18 DE MAYO,FISCAL,43
6111560,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,28
6111616,FEMENINO,MURILLO,LA PAZ,SANTA ROSA,FISCAL,42
6112581,MASCULINO,MURILLO,LA PAZ,GENERAL JOSE DE SAN MARTIN,PRIVADA,35
6112840,MASCULINO,SUD YUNGAS,LA PAZ,QUINUNI,FISCAL,32
6113326,MASCULINO,MURILLO,LA PAZ,SAGRAODS CORAZONES,PRIVADA,30
6113378,MASCULINO,MURILLO,LA PAZ,PRINCIPE DE PAZ,PRIVADA,36
6114277,MASCULINO,MURILLO,LA PAZ,CEA LA PAZ,CEMA,29
6115092,MASCULINO,LOAYZA,LA PAZ,IGNACIO CALDERAAN FE Y ALEGRAAA,CONVENIO,41
6116971,MASCULINO,MURILLO,LA PAZ,REPUBLICA DE CUBA PACAJES,FISCAL,33
6117589,MASCULINO,AROMA,PATACAMAYA,NACIONAL PATACAMAYA,FISCAL,31
6117681,MASCULINO,MURILLO,LA PAZ,C.E.A. TRES PASOS AL FRENTE,CEMA,30
6118005,MASCULINO,OMASUYOS,LA PAZ,SAN JAVIER DE FE Y ALEGRIA,FISCAL,41
6118042,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6118467,MASCULINO,MURILLO,LA PAZ,ANGLO AMERICANO,PRIVADA,33
6119071,MASCULINO,MURILLO,LA PAZ,MARIEN GARTEN,CONVENIO,34
6119129,FEMENINO,ANDRES IBANEZ,SANTA CRUZ DE LA SIERRA,LICEO VENEZUELA,FISCAL,31
6119306,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,39
6119312,MASCULINO,MURILLO,LA PAZ,U. E. P. LA PAZ,PRIVADA,33
6119471,MASCULINO,MURILLO,LA PAZ,CENTRO BOLIVIANO EUROPEO,CEMA,37
6119736,MASCULINO,MURILLO,EL ALTO,SAN LUIS DE GONZAGA,PRIVADA,31
6119808,FEMENINO,OTRO,COCHABAMBA,INSTITUTO AMERICANO,PRIVADA,34
6120043,FEMENINO,MURILLO,LA PAZ,CLAUDIO SANJINES,FISCAL,36
6120270,MASCULINO,MURILLO,EL ALTO,TNCL. RAFAEL PABON UE-FAB,PRIVADA,30
6120415,FEMENINO,MURILLO,EL ALTO,LUIS ESPINAL CAMPS,FISCAL,38
6120472,MASCULINO,MURILLO,LA PAZ,RICARDO JOSE BUSTAMANTE,FISCAL,38
6120509,MASCULINO,MURILLO,LA PAZ,MARCELO QUIROGA SANTA CRUZ,FISCAL,38
6120565,MASCULINO,OTRO,COCHABAMBA,INSTITUTO AMERICANO,FISCAL,32
6120858,MASCULINO,MURILLO,EL ALTO,ADRIAN CASTILLO NAVA,FISCAL,36
6120942,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,37
6121213,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6121221,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SIMON BOLIVAR,FISCAL,44
6121235,MASCULINO,MURILLO,EL ALTO,BOLIVAR MUNICIPAL DON BOSCO,CONVENIO,31
6121304,FEMENINO,MURILLO,LA PAZ,JERUSALEM,PRIVADA,36
6121541,NO RESPONDE,MURILLO,LA PAZ,SAN JORGE,PRIVADA,34
6121597,MASCULINO,MURILLO,EL ALTO,CENTRO EDUCATIVO SANTA MARIA DE LOS ANGELES,FISCAL,36
6121828,MASCULINO,MURILLO,LA PAZ,U.E.P. SAN JOSE,PRIVADA,33
6122353,FEMENINO,MURILLO,LA PAZ,AMOR DE DIOS,PRIVADA,30
6122450,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO T.O.F.,PRIVADA,36
6122463,FEMENINO,MURILLO,LA PAZ,SAN PATRICIO,PRIVADA,31
6122567,FEMENINO,MURILLO,LA PAZ,U. E. JOSE MARTI,FISCAL,38
6123142,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,37
6123425,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,52
6123451,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,CONVENIO,31
6123677,FEMENINO,MURILLO,LA PAZ,SANTA ANA,CONVENIO,33
6124351,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,33
6124771,MASCULINO,MURILLO,LA PAZ,DORA SCHMIDT,FISCAL,34
6125028,MASCULINO,MURILLO,LA PAZ,LA SALLE,CONVENIO,33
6125325,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,33
6125526,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6125677,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,32
6125839,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6125887,FEMENINO,MURILLO,LA PAZ,MARIA IMACULADA,CONVENIO,32
6127381,MASCULINO,LOS ANDES,SEGUENCA,FRANZ TAMAYO,FISCAL,32
6127395,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6127576,MASCULINO,MURILLO,LA PAZ,"SANTA MARIA ""CENAFI""",PRIVADA,38
6127683,MASCULINO,MURILLO,LA PAZ,SAN ANTONIO DE PADUA,PRIVADA,35
6127696,FEMENINO,OTRO,ORURO,PARTICULAR JERUSALEM,PRIVADA,31
6127968,FEMENINO,MURILLO,LA PAZ,ITENCOMP,PRIVADA,40
6128029,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6128230,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6128495,FEMENINO,MURILLO,LA PAZ,EBEN EZER,PRIVADA,38
6129196,MASCULINO,MURILLO,LA PAZ,LOS AMIGOS,PRIVADA,40
6129871,MASCULINO,MURILLO,LA PAZ,INSTITUTO ADVENTISTA LOS ANDES,PRIVADA,38
6130241,MASCULINO,MURILLO,LA PAZ,SAN JORGE I,PRIVADA,38
6130308,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA SIMON BOLIVAR,FISCAL,44
6131107,MASCULINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ADVENTISTA PACAJES,PRIVADA,36
6132200,MASCULINO,MURILLO,EL ALTO,CENTRO EDUCATIVO JESUS OBRERO FE Y ALEGRIA,FISCAL,31
6132259,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,33
6132543,FEMENINO,INGAVI,LA PAZ,SAN MATIAS,PRIVADA,30
6132963,FEMENINO,MURILLO,LA PAZ,"UNIDAD EDUCATIVA ""HOLANDA",FISCAL,39
6133024,FEMENINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,30
6133324,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,37
6133616,FEMENINO,MURILLO,LA PAZ,JUAN FEDERICO ZUAZO,FISCAL,41
6133621,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,28
6133675,MASCULINO,INGAVI,VIACHA,JOSE BALLIVIAN,FISCAL,34
6133701,MASCULINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,36
6133966,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA DAMIAN DE VEUSTER,FISCAL,36
6134063,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,PRIVADA,31
6134388,MASCULINO,MURILLO,LA PAZ,UEFAB,PRIVADA,36
6134463,MASCULINO,MURILLO,EL ALTO,TCNL. RAFAEL PABON,FISCAL,33
6134490,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,36
6134874,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,33
6135999,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6136031,MASCULINO,MURILLO,LA PAZ,DOMINGO FAUSTINO SARMIENTO,FISCAL,34
6136143,NO RESPONDE,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6136483,MASCULINO,MURILLO,LA PAZ,ADVENTISTA MIRAFLORES,PRIVADA,36
6136852,FEMENINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,32
6137130,MASCULINO,MURILLO,LA PAZ,COMUNIDAD EDUCATIVA,CONVENIO,34
6137688,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,39
6137948,MASCULINO,MURILLO,LA PAZ,DON BOSCO EL PRADO,PRIVADA,36
6138050,FEMENINO,MURILLO,LA PAZ,INSTITUTO BAUTISTA CANADIENSE,PRIVADA,36
6138236,MASCULINO,MURILLO,LA PAZ,NICEFORO ROJAS,FISCAL,36
6138376,FEMENINO,MURILLO,LA PAZ,MARIA AUXILIADORA,PRIVADA,34
6138500,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA PRIVADA DEL SUR,PRIVADA,32
6139298,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,16
6139376,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES,PRIVADA,35
6139391,FEMENINO,MURILLO,LA PAZ,HOLANDES,FISCAL,32
6139403,MASCULINO,ITURRALDE,SAN BUENAVENTURA,MAX VALDIVIA E.P.D.B,CONVENIO,39
6139799,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6140266,FEMENINO,MURILLO,LA PAZ,LICEO LA PAZ,FISCAL,40
6140390,MASCULINO,MURILLO,LA PAZ,COLEGIO NACIONAL REPUBLICA DE CUBA-PACAJES,FISCAL,41
6140443,FEMENINO,MURILLO,LA PAZ,UNIDAD EDUCATIVA ENRIQUE LINDEMANN-B,FISCAL,35
6140500,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6140511,MASCULINO,MURILLO,LA PAZ,EDUARDO AVAROA,FISCAL,38
6140530,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,FISCAL,36
6141585,FEMENINO,AROMA,PATACAMAYA,ATENEA,PRIVADA,31
6141771,MASCULINO,MURILLO,EL ALTO,SAN JOSE,CONVENIO,42
6141793,FEMENINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6142158,MASCULINO,INGAVI,KALLA BAJA,JOSE CARRASCO,FISCAL,37
6142211,MASCULINO,MURILLO,LA PAZ,SAN FRANCISCO,PRIVADA,28
6142424,FEMENINO,MURILLO,LA PAZ,YACHAY WASY LEONARDO DA VINCI,PRIVADA,30
6142751,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,35
6143050,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,32
6143151,MASCULINO,MURILLO,LA PAZ,VIRGEN DE COPACABANA,FISCAL,30
6143204,FEMENINO,ANDRES IBANEZ,SANTA CRUZ,SANTA BAARBARA,PRIVADA,34
6143259,FEMENINO,MURILLO,EL ALTO,UNIDAD EDUCATIVA F.A.B.,PRIVADA,30
6143374,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6144044,FEMENINO,MURILLO,LA PAZ,DON BOSCO,PRIVADA,31
6144240,MASCULINO,MURILLO,LA PAZ,AVE MARIA,PRIVADA,34
6144269,MASCULINO,MURILLO,LA PAZ,MAX VALDIVIA,CONVENIO,28
6144336,MASCULINO,MURILLO,LA PAZ,SAGRADOS CORAZONES B,FISCAL,31
6144398,MASCULINO,MURILLO,LA PAZ,SAN IGNACIO,PRIVADA,33
6144509,MASCULINO,MURILLO,EL ALTO,ADVENTISTA FRANZ TAMAYO,PRIVADA,36
6144520,MASCULINO,MURILLO,LA PAZ,SIMON BOLIVAR,FISCAL,32
6144683,MASCULINO,MURILLO,LA PAZ,GUALBERTO VILLARROEL,FISCAL,39
6144820,MASCULINO,MURILLO,LA PAZ,COLEGIO BATALLON COLORADOS,FISCAL,35
6145082,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,38
6145156,MASCULINO,MURILLO,LA PAZ,SAN CALIXTO,FISCAL,52
6145237,MASCULINO,MURILLO,EL ALTO,JUVENAL MARIACA,FISCAL,30
6145613,MASCULINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,31
6145646,MASCULINO,MURILLO,LA PAZ,JOSE CARRASCO TORICO,FISCAL,40
6145849,MASCULINO,MURILLO,LA PAZ,MONTSERRAT,PRIVADA,37
6146050,FEMENINO,MURILLO,LA PAZ,INSTITUTO AMERICANO,PRIVADA,32
6146122,FEMENINO,MURILLO,LA PAZ,COLEGIO LA SALLE,PRIVADA,29
